ordem_item;restaurant_id;source_product_id;categoria;produto;source_step_id;etapa;descricao_etapa;tipo_etapa;etapa_obrigatoria;quantidade_minima_etapa;quantidade_etapa;source_component_id;source_variant_id;nome_variante_componente;descricao;preco_reais;preco_bruto_api;tratamento_preco;ativo_na_fonte;quantidade_maxima_componente;source_file;json_pointer;status_revisao;observacoes_ike
138;freneze;94027;Adega > Vinhos Brancos;Mastroberardino Greco di Tufo;19225;Volume;;unica;true;1;1;74479;94026;Mastroberardino Greco di Tufo - 750ml;;682,00;682.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/17/body/product/product_composite_steps/0/complements/0;PENDENTE;
139;freneze;94031;Adega > Vinhos Brancos;Regaleali Bianco;19227;Volume;;unica;true;1;1;74481;94030;Regaleali Bianco - 750ml;;365,00;365.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/18/body/product/product_composite_steps/0/complements/0;PENDENTE;
140;freneze;94033;Adega > Vinhos Brancos;MONOGRAPH MOSCHOFILERO;19228;Volume;;unica;true;1;1;74482;94032;MONOGRAPH MOSCHOFILERO - 750ml;;372,00;372.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/19/body/product/product_composite_steps/0/complements/0;PENDENTE;
141;freneze;94035;Adega > Vinhos Brancos;Oremus Mandolás;19229;Volume;;unica;true;1;1;74483;94034;Oremus Mandolás - 750ml;;982,00;982.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/20/body/product/product_composite_steps/0/complements/0;PENDENTE;
142;freneze;94039;Adega > Vinhos Brancos;Chablis Tete d'Or;19231;Volume;;unica;true;1;1;74485;94038;Chablis Tete d'Or - 750ml;;1283,00;1283.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/21/body/product/product_composite_steps/0/complements/0;PENDENTE;
143;freneze;94041;Adega > Vinhos Brancos;Le Cabanon des Alexandrins;19232;Volume;;unica;true;1;1;74486;94040;Le Cabanon des Alexandrins - 750ml;;382,00;382.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/22/body/product/product_composite_steps/0/complements/0;PENDENTE;
144;freneze;94043;Adega > Vinhos Brancos;Viña Bujanda Blanco;19233;Volume;;unica;true;1;1;74487;94042;Viña Bujanda Blanco - 750ml;;276,00;276.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/23/body/product/product_composite_steps/0/complements/0;PENDENTE;
145;freneze;94045;Adega > Vinhos Brancos;Soalheiro Allo;19234;Volume;;unica;true;1;1;74488;94044;Soalheiro Allo - 750ml;;329,00;329.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/24/body/product/product_composite_steps/0/complements/0;PENDENTE;
146;freneze;94047;Adega > Vinhos Brancos;Tapada de Coelheiros;19235;Volume;;unica;true;1;1;74489;94046;Tapada de Coelheiros - 750ml;;993,00;993.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/25/body/product/product_composite_steps/0/complements/0;PENDENTE;
147;freneze;94049;Adega > Vinhos Brancos;Barista;19236;Volume;;unica;true;1;1;74490;94048;Barista - 750ml;;381,00;381.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/26/body/product/product_composite_steps/0/complements/0;PENDENTE;
148;freneze;94053;Adega > Vinhos Brancos;Luca Chardonnay;19238;Volume;;unica;true;1;1;74492;94052;Luca Chardonnay - 750ml;;585,00;585.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/27/body/product/product_composite_steps/0/complements/0;PENDENTE;
149;freneze;94055;Adega > Vinhos Brancos;Adriana Chardonnay White Stones;19239;Volume;;unica;true;1;1;74493;94054;Adriana Chardonnay White Stones - 750ml;;2437,00;2437.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/28/body/product/product_composite_steps/0/complements/0;PENDENTE;
150;freneze;94057;Adega > Vinhos Brancos;El enemigo;19240;Volume;;unica;true;1;1;74494;94056;El enemigo - 750ml;;485,00;485.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/29/body/product/product_composite_steps/0/complements/0;PENDENTE;
151;freneze;94059;Adega > Vinhos Brancos;Amayna Sauvignon Blanc;19241;Volume;;unica;true;1;1;74495;94058;Amayna Sauvignon Blanc - 750ml;;487,00;487.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/30/body/product/product_composite_steps/0/complements/0;PENDENTE;
152;freneze;94061;Adega > Vinhos Brancos;Santa Magdalena Reserva Chardonnay;19242;Volume;;unica;true;1;1;74496;94060;Santa Magdalena Reserva Chardonnay - 750ml;;224,00;224.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/31/body/product/product_composite_steps/0/complements/0;PENDENTE;
153;freneze;94063;Adega > Vinhos Brancos;LA VIEILLE FERME BLANC;19243;Volume;;unica;true;1;1;74497;94062;LA VIEILLE FERME BLANC - 750ml;;181,00;181.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/32/body/product/product_composite_steps/0/complements/0;PENDENTE;
154;freneze;94065;Adega > Vinhos Roses;Rose del Borro;19244;Volume;;unica;true;1;1;74498;94064;Rose del Borro - 750ml;;409,00;409.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/33/body/product/product_composite_steps/0/complements/0;PENDENTE;
155;freneze;94067;Adega > Vinhos Roses;Tenuta Delle Terre Nere Etna Rosato;19245;Volume;;unica;true;1;1;74499;94066;Tenuta Delle Terre Nere Etna Rosato - 750ml;;806,00;806.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/34/body/product/product_composite_steps/0/complements/0;PENDENTE;
156;freneze;94069;Adega > Vinhos Roses;Bayanegra Rosé;19246;Volume;;unica;true;1;1;74500;94068;Bayanegra Rosé - 750ml;;198,00;198.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/35/body/product/product_composite_steps/0/complements/0;PENDENTE;
157;freneze;94071;Adega > Vinhos Roses;Coelheiros Rosado - Tapada de Coelheiros;19247;Volume;;unica;true;1;1;74501;94070;Coelheiros Rosado - Tapada de Coelheiros - 750ml;;454,00;454.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/36/body/product/product_composite_steps/0/complements/0;PENDENTE;
158;freneze;94073;Adega > Vinhos Roses;By Ott Grenache;19248;Volume;;unica;true;1;1;74502;94072;By Ott Grenache - 750ml;;568,00;568.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/37/body/product/product_composite_steps/0/complements/0;PENDENTE;
159;freneze;94075;Adega > Vinhos Roses;Aussieres Rose;19249;Volume;;unica;true;1;1;74503;94074;Aussieres Rose - 750ml;;317,00;317.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/38/body/product/product_composite_steps/0/complements/0;PENDENTE;
160;freneze;94077;Adega > Vinhos Tintos;Vallontano Reserva Cabernet Sauvignon;19250;Volume;;unica;true;1;1;74504;94076;Vallontano Reserva Cabernet Sauvignon - 750ml;;225,00;225.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/39/body/product/product_composite_steps/0/complements/0;PENDENTE;
161;freneze;94079;Adega > Vinhos Tintos;Vallontano Lh Zanini Tinto;19251;Volume;;unica;true;1;1;74505;94078;Vallontano Lh Zanini Tinto - 750ml;;379,00;379.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/40/body/product/product_composite_steps/0/complements/0;PENDENTE;
162;freneze;94081;Adega > Vinhos Tintos;Merlot Riserva Trentino DOC;19252;Volume;;unica;true;1;1;74506;94080;Merlot Riserva Trentino DOC - 750ml;;302,00;302.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/41/body/product/product_composite_steps/0/complements/0;PENDENTE;
163;freneze;94083;Adega > Vinhos Tintos;Burdizzo Appassimento;19253;Volume;;unica;true;1;1;74507;94082;Burdizzo Appassimento - 750ml;;275,00;275.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/42/body/product/product_composite_steps/0/complements/0;PENDENTE;
164;freneze;94085;Adega > Vinhos Tintos;Dogliani San Luigi DOC;19254;Volume;;unica;true;1;1;74508;94084;Dogliani San Luigi DOC - 750ml;;485,00;485.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/43/body/product/product_composite_steps/0/complements/0;PENDENTE;
165;freneze;94087;Adega > Vinhos Tintos;Porlapá Barbera D'Asti Superiore DOCG;19255;Volume;;unica;true;1;1;74509;94086;Porlapá Barbera D'Asti Superiore DOCG - 750ml;;515,00;515.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/44/body/product/product_composite_steps/0/complements/0;PENDENTE;
166;freneze;94089;Adega > Vinhos Tintos;PODERI ELIA BARBARESCO SERRACAPELLI;19256;Volume;;unica;true;1;1;74510;94088;PODERI ELIA BARBARESCO SERRACAPELLI - 750ml;;998,00;998.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/45/body/product/product_composite_steps/0/complements/0;PENDENTE;
167;freneze;94091;Adega > Vinhos Tintos;Barolo Docg;19257;Volume;;unica;true;1;1;74511;94090;Barolo Docg - 750ml;;1190,00;1190.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/46/body/product/product_composite_steps/0/complements/0;PENDENTE;
168;freneze;94093;Adega > Vinhos Tintos;Barbaresco DOCG;19258;Volume;;unica;true;1;1;74512;94092;Barbaresco DOCG - 750ml;;1410,00;1410.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/47/body/product/product_composite_steps/0/complements/0;PENDENTE;
169;freneze;94095;Adega > Vinhos Tintos;Amarone della Valpolicella Classico Sant'Urbano;19259;Volume;;unica;true;1;1;74513;94094;Amarone della Valpolicella Classico Sant'Urbano - 750ml;;1316,00;1316.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/48/body/product/product_composite_steps/0/complements/0;PENDENTE;
170;freneze;94097;Adega > Vinhos Tintos;Roberto Riga;19260;Volume;;unica;true;1;1;74514;94096;Roberto Riga - 750ml;"Descrição do Produto:
O Roberto Riga Rosso é um vinho tinto equilibrado e saboroso, elaborado com um blend harmonioso de Sangiovese, Primitivo e Negroamaro. No paladar, apresenta corpo médio, taninos macios e notas de frutas vermelhas maduras, cereja escura e leve toque de especiarias. Seu final é redondo e agradável, tornando-o uma excelente escolha para diferentes ocasiões.";292,00;292.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/49/body/product/product_composite_steps/0/complements/0;PENDENTE;
171;freneze;94099;Adega > Vinhos Tintos;Roccabaro chianti;19261;Volume;;unica;true;1;1;74515;94098;Roccabaro chianti - 750ml;O Vinho Tinto Chianti Riserva Roccabaro 750ml é uma escolha sofisticada para apreciadores que buscam um rótulo de qualidade superior. Este vinho tinto italiano destaca-se por sua complexidade e estrutura, características marcantes de um autêntico Chianti Riserva. Com um perfil sensorial equilibrado, ele oferece uma experiência de degustação refinada, sendo a companhia ideal para momentos especiais e celebrações memoráveis. A excelência deste vinho de mesa reflete o cuidado em sua produção, garantindo que cada taça revele notas ricas e um paladar persistente. Seja para acompanhar pratos da culinária mediterrânea ou para desfrutar de um momento de relaxamento, este produto entrega valor agregado através de sua tradição e sabor inconfundível, tornando-se uma adição indispensável à sua adega pessoal.;314,00;314.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/50/body/product/product_composite_steps/0/complements/0;PENDENTE;
172;freneze;94101;Adega > Vinhos Tintos;Romulo IGT;19262;Volume;;unica;true;1;1;74516;94100;Romulo IGT - 750ml;Coloração vermelho rubi intenso, com reflexos púrpura. Característico bouquet com notas de cereja, frutas silvestres e balsâmicas. Em boca é macio e redondo, com notas de alcaçuz e baunilha, boa acidez e sabor equilibrado de fruta. DIRETRIZES GASTRONÔMICAS: Ideal com carnes grelhadas, perfeito com queijos curados.;199,00;199.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/51/body/product/product_composite_steps/0/complements/0;PENDENTE;
173;freneze;94103;Adega > Vinhos Tintos;Il Boro Pian Di Nova;19263;Volume;;unica;true;1;1;74517;94102;Il Boro Pian Di Nova - 750ml;Pian di Nova, um vinho encorpado cuja elegância e maciez nunca decepcionam, é um blend dinâmico que combina perfeitamente o toque picante da Syrah com o frutado da Sangiovese.;742,00;742.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/52/body/product/product_composite_steps/0/complements/0;PENDENTE;
174;freneze;94105;Adega > Vinhos Tintos;Felsina Berardenga Chianti Classico Docg;19264;Volume;;unica;true;1;1;74518;94104;Felsina Berardenga Chianti Classico Docg - 750ml;"Fèlsina Berardenga é indiscutivelmente um dos melhores e mais celebrados vinhos de Chianti Classico. Um tinto mais profundo e complexo que os exemplares comuns dessa denominação, o Berardenga compete com os Riserva da maioria dos produtores. Este é um tinto que ganha outra dimensão quando acompanhado por comida, se tornando ainda mais refinado — com suas muitas camadas de frutas silvestres e um delicioso toque cremoso e achocolatado. A safra de 2020 recebeu nada menos que 93 pontos de Robert Parker e 92 de James Suckling! É uma nota realmente extraordinária para um Chianti Classico de entrada, mas não para o Fèlsina Berardenga, que sempre arremata notas impressionantes da imprensa especializada. Além de sua grande qualidade, é um vinho que pode evoluir por mais de uma década na adega. Para Antonio Galloni, trata-se de ""uma escolha fantástica para quem procura vinhos de grande capacidade de envelhecimento, mas que são relativamente acessíveis”. É um vinho que mostra porque alguns especialistas consideram Chianti Classico a mais verdadeira expressão da uva Sangiovese.";742,00;742.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/53/body/product/product_composite_steps/0/complements/0;PENDENTE;
175;freneze;94107;Adega > Vinhos Tintos;Le Macchiole Bolgheri Rosso;19265;Volume;;unica;true;1;1;74519;94106;Le Macchiole Bolgheri Rosso - 750ml;"Descrito como glorioso e repleto de fruta madura por Robert Parker - que o classificou como ""outstanding"" e concedeu 93 pontos ao vinho na safra de 2019 - o Bolgheri Rosso é elaborado com um corte de Merlot, Cabernet Franc, Cabernet Sauvignon e Syrah. É certamente um dos mais belos achados da região de Bolgheri, na Toscana, e segue o estilo concentrado e exuberante dos vinhos de Le Macchiole em uma versão para ser bebida desde já.";833,00;833.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/54/body/product/product_composite_steps/0/complements/0;PENDENTE;
176;freneze;94109;Adega > Vinhos Tintos;Le Serre Nuove dell'Ornellaia;19266;Volume;;unica;true;1;1;74520;94108;Le Serre Nuove dell'Ornellaia - 750ml;;1300,00;1300.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/55/body/product/product_composite_steps/0/complements/0;PENDENTE;
177;freneze;94111;Adega > Vinhos Tintos;"Magari ""Bolgheri"" IGP";19267;Volume;;unica;true;1;1;74521;94110;"Magari ""Bolgheri"" IGP - 750ml";;2351,00;2351.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/56/body/product/product_composite_steps/0/complements/0;PENDENTE;
178;freneze;94113;Adega > Vinhos Tintos;Pieve Santa Restituta Brunello di Montalcino Sugarille;19268;Volume;;unica;true;1;1;74522;94112;Pieve Santa Restituta Brunello di Montalcino Sugarille - 750ml;;2964,00;2964.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/57/body/product/product_composite_steps/0/complements/0;PENDENTE;
179;freneze;94115;Adega > Vinhos Tintos;Sassicaia;19269;Volume;;unica;true;1;1;74523;94114;Sassicaia - 750ml;;5991,00;5991.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/58/body/product/product_composite_steps/0/complements/0;PENDENTE;
180;freneze;94123;Adega > Vinhos Tintos;I Mori IGT;19273;Volume;;unica;true;1;1;74527;94122;I Mori IGT - 750ml;"O Vinho Tinto Meio Seco I Mori Calabria IGT 750ml é um vinho italiano expressivo e equilibrado, produzido na região da Calábria, no sul da Itália. Elaborado com uvas selecionadas típicas da região, apresenta um perfil frutado, macio e agradável, refletindo o estilo caloroso e envolvente dos vinhos do sul italiano.

 

Com aromas marcantes de frutas vermelhas e negras maduras, como cereja, ameixa e amora, o vinho também apresenta sutis toques de especiarias e notas delicadas que enriquecem seu conjunto aromático. Em boca é macio, levemente adocicado e equilibrado, com taninos suaves e final agradável, tornando-se uma excelente opção para quem aprecia vinhos tintos fáceis de beber e com perfil frutado.

 

Seu estilo meio seco proporciona um paladar agradável e versátil, ideal tanto para momentos de descontração quanto para acompanhar diferentes tipos de refeições.";282,00;282.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/59/body/product/product_composite_steps/0/complements/0;PENDENTE;
181;freneze;94127;Adega > Vinhos Tintos;Tenuta regaliali vigna;19275;Volume;;unica;true;1;1;74529;94126;Tenuta regaliali vigna - 750ml;Um dos maiores Cabernet Sauvignon do sul da Itália, quase sempre premiado com os máximos 3 Bicchieri do Gambero Rosso. Elegante, potente e muito classudo, é capaz de envelhecer por muitos anos em garrafa.;1313,00;1313.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/60/body/product/product_composite_steps/0/complements/0;PENDENTE;
182;freneze;94129;Adega > Vinhos Tintos;David Duband Morey Saint Denis;19276;Volume;;unica;true;1;1;74530;94128;David Duband Morey Saint Denis - 750ml;Proveniente de vinhas antigas, este Morey-Saint-Denis exibe concentração e complexidade excepcionais. Com notas intensas de frutas negras, especiarias e nuances terrosas, reflete o caráter profundo do terroir. O paladar é envolvente, com taninos firmes e equilibrados, oferecendo longa persistência e elegância que revelam toda a nobreza da região.;1975,00;1975.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/61/body/product/product_composite_steps/0/complements/0;PENDENTE;
183;freneze;94131;Adega > Vinhos Tintos;Gevrey-chambertin;19277;Volume;;unica;true;1;1;74531;94130;Gevrey-chambertin - 750ml;Proveniente de vinhas antigas, este Morey-Saint-Denis exibe concentração e complexidade excepcionais. Com notas intensas de frutas negras, especiarias e nuances terrosas, reflete o caráter profundo do terroir. O paladar é envolvente, com taninos firmes e equilibrados, oferecendo longa persistência e elegância que revelam toda a nobreza da região.;1606,00;1606.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/62/body/product/product_composite_steps/0/complements/0;PENDENTE;
184;freneze;94133;Adega > Vinhos Tintos;Bourgogne Hautes-côtes De Beaune;19278;Volume;;unica;true;1;1;74532;94132;Bourgogne Hautes-côtes De Beaune - 750ml;;598,00;598.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/63/body/product/product_composite_steps/0/complements/0;PENDENTE;
185;freneze;94135;Adega > Vinhos Tintos;Domaine De Montille Pommard 1er Cru Les Pezerolles;19279;Volume;;unica;true;1;1;74533;94134;Domaine De Montille Pommard 1er Cru Les Pezerolles - 750ml;;4225,00;4225.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/64/body/product/product_composite_steps/0/complements/0;PENDENTE;
186;freneze;94137;Adega > Vinhos Tintos;Chateau petit boyer;19280;Volume;;unica;true;1;1;74534;94136;Chateau petit boyer - 750ml;;302,00;302.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/65/body/product/product_composite_steps/0/complements/0;PENDENTE;
187;freneze;94139;Adega > Vinhos Tintos;Chapelle de pontesac;19281;Volume;;unica;true;1;1;74535;94138;Chapelle de pontesac - 750ml;;569,00;569.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/66/body/product/product_composite_steps/0/complements/0;PENDENTE;
188;freneze;94141;Adega > Vinhos Tintos;Chateau sigognac;19282;Volume;;unica;true;1;1;74536;94140;Chateau sigognac - 750ml;;568,00;568.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/67/body/product/product_composite_steps/0/complements/0;PENDENTE;
189;freneze;94143;Adega > Vinhos Tintos;Chateau pontet-canet cru classe;19283;Volume;;unica;true;1;1;74537;94142;Chateau pontet-canet cru classe - 750ml;;4327,00;4327.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/68/body/product/product_composite_steps/0/complements/0;PENDENTE;
190;freneze;94145;Adega > Vinhos Tintos;Chateau lafon rochet cru classe;19284;Volume;;unica;true;1;1;74538;94144;Chateau lafon rochet cru classe - 750ml;;1665,00;1665.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/69/body/product/product_composite_steps/0/complements/0;PENDENTE;
191;freneze;94147;Adega > Vinhos Tintos;Chateau leoville poyferre cru classe;19285;Volume;;unica;true;1;1;74539;94146;Chateau leoville poyferre cru classe - 750ml;;5814,00;5814.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/70/body/product/product_composite_steps/0/complements/0;PENDENTE;
192;freneze;94149;Adega > Vinhos Tintos;Charmes de kirwan;19286;Volume;;unica;true;1;1;74540;94148;Charmes de kirwan - 750ml;;1360,00;1360.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/71/body/product/product_composite_steps/0/complements/0;PENDENTE;
193;freneze;94151;Adega > Vinhos Tintos;Lassegue saint emilion grand cru;19287;Volume;;unica;true;1;1;74541;94150;Lassegue saint emilion grand cru - 750ml;;874,00;874.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/72/body/product/product_composite_steps/0/complements/0;PENDENTE;
194;freneze;94153;Adega > Vinhos Tintos;Vieux chateau sant andre;19288;Volume;;unica;true;1;1;74542;94152;Vieux chateau sant andre - 750ml;;1034,00;1034.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/73/body/product/product_composite_steps/0/complements/0;PENDENTE;
195;freneze;94155;Adega > Vinhos Tintos;Chateau haut bergey;19289;Volume;;unica;true;1;1;74543;94154;Chateau haut bergey - 750ml;;1067,00;1067.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/74/body/product/product_composite_steps/0/complements/0;PENDENTE;
196;freneze;94157;Adega > Vinhos Tintos;Chateau moulin haut- laroque;19290;Volume;;unica;true;1;1;74544;94156;Chateau moulin haut- laroque - 750ml;;899,00;899.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/75/body/product/product_composite_steps/0/complements/0;PENDENTE;
197;freneze;94159;Adega > Vinhos Tintos;Blason d' aussieres;19291;Volume;;unica;true;1;1;74545;94158;Blason d' aussieres - 750ml;;465,00;465.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/76/body/product/product_composite_steps/0/complements/0;PENDENTE;
198;freneze;94161;Adega > Vinhos Tintos;"Cotes du rhone ""la celestiere""";19292;Volume;;unica;true;1;1;74546;94160;"Cotes du rhone ""la celestiere"" - 750ml";;298,00;298.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/77/body/product/product_composite_steps/0/complements/0;PENDENTE;
199;freneze;94163;Adega > Vinhos Tintos;"Chateauneuf du pape ""Chateau de beaucastel""";19293;Volume;;unica;true;1;1;74547;94162;"Chateauneuf du pape ""Chateau de beaucastel"" - 750ml";;2998,00;2998.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/78/body/product/product_composite_steps/0/complements/0;PENDENTE;
200;freneze;94165;Adega > Vinhos Tintos;Famille perin côtes du rhone reserve - 1,5L;19294;Volume;;unica;true;1;1;74548;94164;Famille perin côtes du rhone reserve - 1,5L - 1500ml;;899,00;899.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/79/body/product/product_composite_steps/0/complements/0;PENDENTE;
201;freneze;94167;Adega > Vinhos Tintos;Famille Perrin Châteauneuf-du-pape;19295;Volume;;unica;true;1;1;74549;94166;Famille Perrin Châteauneuf-du-pape - 750ml;;2998,00;2998.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/80/body/product/product_composite_steps/0/complements/0;PENDENTE;
202;freneze;94169;Adega > Vinhos Tintos;Famille Perrin Réserve Côtes-du-Rhône Rouge;19296;Volume;;unica;true;1;1;74550;94168;Famille Perrin Réserve Côtes-du-Rhône Rouge - 1500ml;;899,00;899.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/81/body/product/product_composite_steps/0/complements/0;PENDENTE;
203;freneze;94171;Adega > Vinhos Tintos;Château Musar;19297;Volume;;unica;true;1;1;74551;94170;Château Musar - 750ml;;1399,00;1399.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/82/body/product/product_composite_steps/0/complements/0;PENDENTE;
204;freneze;94173;Adega > Vinhos Tintos;Cotes du Rhone;19298;Volume;;unica;true;1;1;74552;94172;Cotes du Rhone - 750ml;;298,00;298.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/83/body/product/product_composite_steps/0/complements/0;PENDENTE;
205;freneze;94175;Adega > Vinhos Tintos;Dehesa La Granja;19299;Volume;;unica;true;1;1;74553;94174;Dehesa La Granja - 750ml;;485,00;485.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/84/body/product/product_composite_steps/0/complements/0;PENDENTE;
206;freneze;94177;Adega > Vinhos Tintos;Pintia;19300;Volume;;unica;true;1;1;74554;94176;Pintia - 750ml;;2415,00;2415.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/85/body/product/product_composite_steps/0/complements/0;PENDENTE;
207;freneze;94179;Adega > Vinhos Tintos;Dominio de la Abadesa Crianza;19301;Volume;;unica;true;1;1;74555;94178;Dominio de la Abadesa Crianza - 750ml;;318,00;318.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/86/body/product/product_composite_steps/0/complements/0;PENDENTE;
208;freneze;94181;Adega > Vinhos Tintos;Emilio Moro;19302;Volume;;unica;true;1;1;74556;94180;Emilio Moro - 750ml;;632,00;632.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/87/body/product/product_composite_steps/0/complements/0;PENDENTE;
209;freneze;94184;Adega > Vinhos Tintos;Flor de Pingus;19303;Volume;;unica;true;1;1;74557;94183;Flor de Pingus - 750ml;;2876,00;2876.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/88/body/product/product_composite_steps/0/complements/0;PENDENTE;
210;freneze;94186;Adega > Vinhos Tintos;Valbueña 5º Ano;19304;Volume;;unica;true;1;1;74558;94185;Valbueña 5º Ano - 750ml;;5641,00;5641.00;COBRADO_NA_FONTE;1;;raw_detalhes.json;/responses/89/body/product/product_composite_steps/0/complements/0;PENDENTE;
