ordem;restaurant_id;categoria;caminho_categorias;source_category_ids;source_id;tipo_original;nome;descricao;preco_direto_centavos;preco_fonte_centavos;preco_fonte_reais;origem_preco;preco_json_pointer;json_pointer;opcoes;sinalizacoes;estado_fonte;status_revisao_humana;observacoes_ike
125;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69dea34058b41df72975d76e;wine;Vinho Branco La Ciocca Malvasia DOC;"O Vinho Branco La Ciocca Malvasia DOC 750ml é produzido pela vinícola La Ciocca, localizada na região

do Lácio, Itália, conhecida por seus vinhos frescos e aromáticos. Este vinho é feito 100% da casta Malvasia

e não passa por barricas, preservando as suas características frutadas e florais.";;22300;223,00;opcao ativa unica;/2/menus/1/menuItems/26/options/0/price;/2/menus/1/menuItems/26;750ml: R$ 223,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
126;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69dea7d558b41df729769724;wine;Guerriero Bianco IGT;;;29300;293,00;opcao ativa unica;/2/menus/1/menuItems/27/options/0/price;/2/menus/1/menuItems/27;750ml: R$ 293,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
127;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69e12541f4731091156645f5;wine;Abadia De San Campio;It shows clear and clean fruity aromas, where the white fruit as Golden apple, banana and water pear stands out, accompanied by smooth anissed notes and a citrus finish. Ample and powerful in mouth. A fresh and sparkling acidity is perceived in the wine and it is perfectly balanced with its great greasiness, offering a kind, cheerful and very fresh whole. Ample aftertaste of white fruit, with a lingering and clearly fruity finish;;44700;447,00;opcao ativa unica;/2/menus/1/menuItems/28/options/0/price;/2/menus/1/menuItems/28;750ml: R$ 447,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
128;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69e12586c31aa4aaf9092f02;wine;Tarapaca Gran Reserva Sauvignon Blanc;Cor amarelo brilhante com reflexos verdeais. Aroma frutado, frutas tropicais maduras, com notas minerais. O paladar é rico com o final de nectarina branca, abacaxi verde e erva-cidreira. O vinho tem duração e intensidade no paladar dos frutos tropicais com notas minerais no final.;;28600;286,00;opcao ativa unica;/2/menus/1/menuItems/29/options/0/price;/2/menus/1/menuItems/29;750ml: R$ 286,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
129;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;6925b796774d3e8a0e837629;wine;Regaleali Le Rose IGT;Um vinho Rosé produzido com uva Nerello Mascalese. Apresenta uma bela cor rosa, no nariz, revela aromas florais de pétalas de rosa, bem como notas de frutas vermelhas, como cereja, framboesa e amora. Na boca, tem excelente acidez e um final persistente.;;34400;344,00;opcao ativa unica;/2/menus/2/menuItems/0/options/0/price;/2/menus/2/menuItems/0;750ml: R$ 344,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
130;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;6929d4db529e64ebe3b2b2ca;wine;Bayanegra Rose;;;18900;189,00;opcao ativa unica;/2/menus/2/menuItems/1/options/0/price;/2/menus/2/menuItems/1;750ml: R$ 189,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
131;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;6929d6f3cbfbebea83b50b0b;wine;Coelheiros Rosado;;;45400;454,00;opcao ativa unica;/2/menus/2/menuItems/2/options/0/price;/2/menus/2/menuItems/2;750ml: R$ 454,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
132;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;6929d8eccbfbebea83b56851;wine;Studio By Miraval;;;52300;523,00;opcao ativa unica;/2/menus/2/menuItems/3/options/0/price;/2/menus/2/menuItems/3;750ml: R$ 523,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
133;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;6929dbae2a53628c9afb2bb4;wine;"""A"" D'Aaussières";;;31700;317,00;opcao ativa unica;/2/menus/2/menuItems/4/options/0/price;/2/menus/2/menuItems/4;750ml: R$ 317,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
134;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;69de933358b41df72973d2dc;wine;Tenuta Delle Terre Nere Etna Rosato;;;0;0,00;opcao ativa unica;/2/menus/2/menuItems/5/options/0/price;/2/menus/2/menuItems/5;750ml: R$ 0,00;PRECO_EM_OPCAO | PRECO_ZERO_OU_NEGATIVO_BLOQUEAR_OFERTA | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
135;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;69dea8ae58b41df72976cf4b;wine;"Gaieorhf ""Schiava"" IGT Rosato ";;;27500;275,00;opcao ativa unica;/2/menus/2/menuItems/6/options/0/price;/2/menus/2/menuItems/6;750ml: R$ 275,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
136;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;69dea970285ea768b135dc39;wine;Mabilia Ciro DOC Rosato;;;30300;303,00;opcao ativa unica;/2/menus/2/menuItems/7/options/0/price;/2/menus/2/menuItems/7;750ml: R$ 303,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
137;madonna_cucina;| Rosés;Adega > | Rosés;691b1e1f308a9fdefff72671 > 6925b618774d3e8a0e8341eb;69e125c3f47310911566567c;wine;Domaine Ott Clos Mireille Cotes De Provence Rose;Vestido pálido bonito rosa com reflexos dourados açafrão. O nariz poderoso e elegante combina frutas brancas e morango, as raspas de citrinos com leves notas de cardamomo. A estrutura de boca é hermético e equilibrada com uma nota frutado crisp reforçada com uma ponta de toranja. o acabamento suave e harmonioso expressa a complexidade e expressão de terroir marítima Clos Mireille.;;86300;863,00;opcao ativa unica;/2/menus/2/menuItems/8/options/0/price;/2/menus/2/menuItems/8;750ml: R$ 863,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
138;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692758a03d3494e4328921c9;wine;Chryseia ;;;262500;2625,00;opcao ativa unica;/2/menus/3/menuItems/0/options/0/price;/2/menus/3/menuItems/0;750ml: R$ 2625,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
139;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;6929e79ea111687529f0ab15;wine;Barbaresco DOCG ;;;141000;1410,00;opcao ativa unica;/2/menus/3/menuItems/1/options/0/price;/2/menus/3/menuItems/1;750ml: R$ 1410,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
140;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;6927539e678923ece85fcf88;wine;Famille Perrin Côtes-du-Rhône Resereve 1,5L;;;89900;899,00;opcao ativa unica;/2/menus/3/menuItems/2/options/0/price;/2/menus/3/menuItems/2;Magnum: R$ 899,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
141;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692753d0678923ece85fdd20;wine;Dehesa La Granja;;;45400;454,00;opcao ativa unica;/2/menus/3/menuItems/3/options/0/price;/2/menus/3/menuItems/3;750ml: R$ 454,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
142;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692753f2678923ece85fe5e6;wine;Pintia;;;237000;2370,00;opcao ativa unica;/2/menus/3/menuItems/4/options/0/price;/2/menus/3/menuItems/4;750ml: R$ 2370,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
143;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;69275561a1f713322ef3dc05;wine;"Corriente ""Bueno de Diario""";;;45400;454,00;opcao ativa unica;/2/menus/3/menuItems/5/options/0/price;/2/menus/3/menuItems/5;750ml: R$ 454,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
144;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;6925e7b74ca04d4034d10cef;wine;Vallontano Reserva ;Notas de frutas vermelhas e pretas, café, tabaco e conservas. Os aromas complexos e marcantes vêm dos barris de carvalho, onde o vinho é envelhecido por 1 ano, lembrando especiarias. Encorpado, com ótima sensação na boca, taninos elegantes e maduros, e longa persistência, produz uma sensação extremamente agradável no paladar.;;22500;225,00;opcao ativa unica;/2/menus/3/menuItems/6/options/0/price;/2/menus/3/menuItems/6;750ml: R$ 225,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
145;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;69275ba11286fbb165cc39c5;wine;Kadette Cape Blend ;;;49600;496,00;opcao ativa unica;/2/menus/3/menuItems/7/options/0/price;/2/menus/3/menuItems/7;750ml: R$ 496,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
146;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;6929e47f52ff28756ae27163;wine;Criações LH Zanini;;;39700;397,00;opcao ativa unica;/2/menus/3/menuItems/8/options/0/price;/2/menus/3/menuItems/8;750ml: R$ 397,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
147;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;6929eb76a7f0e58994d6bf47;wine;Barolo Rocche dell'Annunziata DOCG;;;187700;1877,00;opcao ativa unica;/2/menus/3/menuItems/9/options/0/price;/2/menus/3/menuItems/9;750ml: R$ 1877,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
148;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;6929f7bfc611d797c2df394c;wine;Amarone della Valpolicella Classico Sant'Urbano;;;131700;1317,00;opcao ativa unica;/2/menus/3/menuItems/10/options/0/price;/2/menus/3/menuItems/10;750ml: R$ 1317,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
149;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a007f8b9dae1e055314ce;wine;Ghiaie della Furba;;;120000;1200,00;opcao ativa unica;/2/menus/3/menuItems/11/options/0/price;/2/menus/3/menuItems/11;750ml: R$ 1200,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
150;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a01c88b9dae1e05534f61;wine;"Magari ""Bolgheri"" IGP";;;135100;1351,00;opcao ativa unica;/2/menus/3/menuItems/12/options/0/price;/2/menus/3/menuItems/12;750ml: R$ 1351,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
151;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a03418b9dae1e05539502;wine;"Sassicaia ""Bolgheri""";;;602100;6021,00;opcao ativa unica;/2/menus/3/menuItems/13/options/0/price;/2/menus/3/menuItems/13;750ml: R$ 6021,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
152;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a04718b9dae1e0553d565;wine;Biondi-Santi Brunello di Montalcino DOCG;;;591800;5918,00;opcao ativa unica;/2/menus/3/menuItems/14/options/0/price;/2/menus/3/menuItems/14;750ml: R$ 5918,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
153;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a06b98b9dae1e05543bcd;wine;Epicuro;;;31700;317,00;opcao ativa unica;/2/menus/3/menuItems/15/options/0/price;/2/menus/3/menuItems/15;750ml: R$ 317,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
154;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a0d49d71f2cab21e2efb1;wine;"Tenuta Regaleali ""Vgna San Francesco""";;;131300;1313,00;opcao ativa unica;/2/menus/3/menuItems/16/options/0/price;/2/menus/3/menuItems/16;750ml: R$ 1313,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
155;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a11fdbfd9075e2e6f0c62;wine;Côte de Nuits-Villages Vieilles Vignes ;;;141000;1410,00;opcao ativa unica;/2/menus/3/menuItems/17/options/0/price;/2/menus/3/menuItems/17;750ml: R$ 1410,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
156;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a1303bfd9075e2e6f620e;wine;Gevrey-Chambertin;;;215500;2155,00;opcao ativa unica;/2/menus/3/menuItems/18/options/0/price;/2/menus/3/menuItems/18;750ml: R$ 2155,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
157;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a14c4bfd9075e2e6fda55;wine;Château Sigognac;;;56800;568,00;opcao ativa unica;/2/menus/3/menuItems/19/options/0/price;/2/menus/3/menuItems/19;750ml: R$ 568,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
158;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692a17b3bfd9075e2e70d01c;wine;Vieux Château Saint André ;;;103400;1034,00;opcao ativa unica;/2/menus/3/menuItems/20/options/0/price;/2/menus/3/menuItems/20;750ml: R$ 1034,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
159;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b1e8a8d5d40a89b2eff06;wine;"Châteauneuf-du-Pape ""Château de Beaucastel""";;;281800;2818,00;opcao ativa unica;/2/menus/3/menuItems/21/options/0/price;/2/menus/3/menuItems/21;750ml: R$ 2818,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
160;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b262e40b557edda07dcac;wine;Cepa Gavilán Crianza;;;64700;647,00;opcao ativa unica;/2/menus/3/menuItems/22/options/0/price;/2/menus/3/menuItems/22;750ml: R$ 647,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
161;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b27c17e84a9f73979abf9;wine;Flor de Pingus ;;;287500;2875,00;opcao ativa unica;/2/menus/3/menuItems/23/options/0/price;/2/menus/3/menuItems/23;750ml: R$ 2875,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
162;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b29635aedd376cad6d053;wine;Vega Sicilia Unico;;;1316400;13164,00;opcao ativa unica;/2/menus/3/menuItems/24/options/0/price;/2/menus/3/menuItems/24;750ml: R$ 13164,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
163;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b2ded2a41b5505b76105a;wine;Viña Tondonia Reserva;;;146700;1467,00;opcao ativa unica;/2/menus/3/menuItems/25/options/0/price;/2/menus/3/menuItems/25;750ml: R$ 1467,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
164;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b2f83a75e76fcae644e3b;wine;Remelluri Gran Reserva;;;239800;2398,00;opcao ativa unica;/2/menus/3/menuItems/26/options/0/price;/2/menus/3/menuItems/26;750ml: R$ 2398,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
165;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b330fa75e76fcae655d02;wine;Font de La Figuera;;;121900;1219,00;opcao ativa unica;/2/menus/3/menuItems/27/options/0/price;/2/menus/3/menuItems/27;750ml: R$ 1219,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
166;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b37aba75e76fcae668fb5;wine;Copa Real Oro;;;19200;192,00;opcao ativa unica;/2/menus/3/menuItems/28/options/0/price;/2/menus/3/menuItems/28;750ml: R$ 192,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
167;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b3b3fa75e76fcae67841d;wine;Flam Reserve;;;103400;1034,00;opcao ativa unica;/2/menus/3/menuItems/29/options/0/price;/2/menus/3/menuItems/29;750ml: R$ 1034,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
168;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b3ce2a75e76fcae67e614;wine;Prazo de Roriz;;;48500;485,00;opcao ativa unica;/2/menus/3/menuItems/30/options/0/price;/2/menus/3/menuItems/30;750ml: R$ 485,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
169;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b4135a75e76fcae68c7da;wine;Quinta da Ponte Pedrinha;;;28100;281,00;opcao ativa unica;/2/menus/3/menuItems/31/options/0/price;/2/menus/3/menuItems/31;750ml: R$ 281,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
170;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b46a8a75e76fcae69ad24;wine;Quinta da Lagoalva Grande Reserva ;;;91100;911,00;opcao ativa unica;/2/menus/3/menuItems/32/options/0/price;/2/menus/3/menuItems/32;750ml: R$ 911,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
171;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b4916a75e76fcae6a1df3;wine;Zagalos Reserva ;;;62000;620,00;opcao ativa unica;/2/menus/3/menuItems/33/options/0/price;/2/menus/3/menuItems/33;750ml: R$ 620,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
172;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b4a51a75e76fcae6a4f9d;wine;Ridge Lytton Springs ;;;122200;1222,00;opcao ativa unica;/2/menus/3/menuItems/34/options/0/price;/2/menus/3/menuItems/34;750ml: R$ 1222,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
173;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b506aa75e76fcae6b57d1;wine;Amayna;;;68300;683,00;opcao ativa unica;/2/menus/3/menuItems/35/options/0/price;/2/menus/3/menuItems/35;750ml: R$ 683,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
174;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b51b8a75e76fcae6b9cb3;wine;Lapostolle Apalta;;;41300;413,00;opcao ativa unica;/2/menus/3/menuItems/36/options/0/price;/2/menus/3/menuItems/36;750ml: R$ 413,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
175;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b52bfa75e76fcae6bcc8f;wine;Cromas Gran Reserva;;;44500;445,00;opcao ativa unica;/2/menus/3/menuItems/37/options/0/price;/2/menus/3/menuItems/37;750ml: R$ 445,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
176;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b53dda75e76fcae6c05e4;wine;Clos Apalta;;;338600;3386,00;opcao ativa unica;/2/menus/3/menuItems/38/options/0/price;/2/menus/3/menuItems/38;750ml: R$ 3386,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
177;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b54d5a75e76fcae6c39e1;wine;Lapostolle Cuvée Alexandre;;;68200;682,00;opcao ativa unica;/2/menus/3/menuItems/39/options/0/price;/2/menus/3/menuItems/39;750ml: R$ 682,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
178;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b55e1a75e76fcae6c6fad;wine;Rio de los Pájaros Reserva;;;35700;357,00;opcao ativa unica;/2/menus/3/menuItems/40/options/0/price;/2/menus/3/menuItems/40;750ml: R$ 357,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
179;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b5691a75e76fcae6c936b;wine;Pisano RPF;;;52300;523,00;opcao ativa unica;/2/menus/3/menuItems/41/options/0/price;/2/menus/3/menuItems/41;750ml: R$ 523,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
180;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b59c7878d1d942720ed37;wine;El Enemigo;;;48500;485,00;opcao ativa unica;/2/menus/3/menuItems/42/options/0/price;/2/menus/3/menuItems/42;750ml: R$ 485,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
181;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b5b64878d1d9427213efc;wine;Tikal Amorío;;;55800;558,00;opcao ativa unica;/2/menus/3/menuItems/43/options/0/price;/2/menus/3/menuItems/43;750ml: R$ 558,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
182;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b5c7b878d1d942721749d;wine;Luca Vintage;;;58500;585,00;opcao ativa unica;/2/menus/3/menuItems/44/options/0/price;/2/menus/3/menuItems/44;750ml: R$ 585,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
183;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b5d9c878d1d942721be9a;wine;Petit Caro ;;;29900;299,00;opcao ativa unica;/2/menus/3/menuItems/45/options/0/price;/2/menus/3/menuItems/45;750ml: R$ 299,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
184;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b5e77878d1d942721ea21;wine;Catena Zapata Estiba Reservada ;;;432400;4324,00;opcao ativa unica;/2/menus/3/menuItems/46/options/0/price;/2/menus/3/menuItems/46;750ml: R$ 4324,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
185;madonna_cucina;| Tintos;Adega > | Tintos;691b1e1f308a9fdefff72671 > 6925e7914ca04d4034d10696;692b5f7f878d1d94272224ab;wine;On The Road ;;;47500;475,00;opcao ativa unica;/2/menus/3/menuItems/47/options/0/price;/2/menus/3/menuItems/47;750ml: R$ 475,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
