ordem;restaurant_id;categoria;caminho_categorias;source_category_ids;source_id;tipo_original;nome;descricao;preco_direto_centavos;preco_fonte_centavos;preco_fonte_reais;origem_preco;preco_json_pointer;json_pointer;opcoes;sinalizacoes;estado_fonte;status_revisao_humana;observacoes_ike
70;madonna_cucina;| Doses | Whisky;Bar > | Doses | Whisky;691b1921308a9fdefff6b49e > 691b1d5d308a9fdefff711f7;6924629e6c464a20549c0179;pantry;Buchanas Deluxe 12;;5200;5200;52,00;price direto;/1/menus/9/menuItems/2/price;/1/menus/9/menuItems/2;[sem rotulo]: R$ 52,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
71;madonna_cucina;| Doses | Whisky Single Malt;Bar > | Doses | Whisky Single Malt;691b1921308a9fdefff6b49e > 692461b36c464a20549bec15;691b1dcb308a9fdefff71cb0;pantry;Macallan 12 anos;;19800;19800;198,00;price direto;/1/menus/10/menuItems/0/price;/1/menus/10/menuItems/0;[sem rotulo]: R$ 198,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
72;madonna_cucina;| Doses | Whisky Single Malt;Bar > | Doses | Whisky Single Malt;691b1921308a9fdefff6b49e > 692461b36c464a20549bec15;691b1dd9308a9fdefff71d5c;pantry;Macallan 15 anos ;;45700;45700;457,00;price direto;/1/menus/10/menuItems/1/price;/1/menus/10/menuItems/1;[sem rotulo]: R$ 457,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
73;madonna_cucina;| Doses | Whisky Single Malt;Bar > | Doses | Whisky Single Malt;691b1921308a9fdefff6b49e > 692461b36c464a20549bec15;691b1de9308a9fdefff71e7c;pantry;Macallan 18 anos ;;62000;62000;620,00;price direto;/1/menus/10/menuItems/2/price;/1/menus/10/menuItems/2;[sem rotulo]: R$ 620,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
74;madonna_cucina;| Doses | Bourbon & Rye;Bar > | Doses | Bourbon & Rye;691b1921308a9fdefff6b49e > 692461c86c464a20549beed8;6924631d6c464a20549c0cbf;pantry;Woodford Reserve;;6200;6200;62,00;price direto;/1/menus/11/menuItems/0/price;/1/menus/11/menuItems/0;[sem rotulo]: R$ 62,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
75;madonna_cucina;| Doses | Cachaça;Bar > | Doses | Cachaça;691b1921308a9fdefff6b49e > 692461d56c464a20549bf22b;6924633b6c464a20549c0ed1;pantry;Princesa Isabel Balsamo e Jaqueira;;4200;4200;42,00;price direto;/1/menus/12/menuItems/0/price;/1/menus/12/menuItems/0;[sem rotulo]: R$ 42,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
76;madonna_cucina;| Doses | Cachaça;Bar > | Doses | Cachaça;691b1921308a9fdefff6b49e > 692461d56c464a20549bf22b;692463596c464a20549c118e;pantry;Cachaça Princesa Isabel Prata Capital;;3800;3800;38,00;price direto;/1/menus/12/menuItems/1/price;/1/menus/12/menuItems/1;[sem rotulo]: R$ 38,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
77;madonna_cucina;| Doses | Rum;Bar > | Doses | Rum;691b1921308a9fdefff6b49e > 692461e76c464a20549bf3c0;692463766c464a20549c145d;pantry;Rum Havana Club 7 Anos;;5600;5600;56,00;price direto;/1/menus/13/menuItems/0/price;/1/menus/13/menuItems/0;[sem rotulo]: R$ 56,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
78;madonna_cucina;| Doses | Rum;Bar > | Doses | Rum;691b1921308a9fdefff6b49e > 692461e76c464a20549bf3c0;6924638a6c464a20549c1937;pantry;Rum Zacapa 23;;7800;7800;78,00;price direto;/1/menus/13/menuItems/1/price;/1/menus/13/menuItems/1;[sem rotulo]: R$ 78,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
79;madonna_cucina;| Doses | Tequila;Bar > | Doses | Tequila;691b1921308a9fdefff6b49e > 692461f56c464a20549bf50c;691b1df7308a9fdefff72136;pantry;Don Julio 1942;;32000;32000;320,00;price direto;/1/menus/14/menuItems/0/price;/1/menus/14/menuItems/0;[sem rotulo]: R$ 320,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
80;madonna_cucina;| Doses | Tequila;Bar > | Doses | Tequila;691b1921308a9fdefff6b49e > 692461f56c464a20549bf50c;691b1d8a308a9fdefff71608;pantry;Tequila Don Julio Blanco;;6600;6600;66,00;price direto;/1/menus/14/menuItems/1/price;/1/menus/14/menuItems/1;[sem rotulo]: R$ 66,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
81;madonna_cucina;| Doses | Tequila;Bar > | Doses | Tequila;691b1921308a9fdefff6b49e > 692461f56c464a20549bf50c;691b1d9e308a9fdefff7177e;pantry;Tequila Don Julio Reposado;;9200;9200;92,00;price direto;/1/menus/14/menuItems/2/price;/1/menus/14/menuItems/2;[sem rotulo]: R$ 92,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
82;madonna_cucina;| Doses | Tequila;Bar > | Doses | Tequila;691b1921308a9fdefff6b49e > 692461f56c464a20549bf50c;691b1d7d308a9fdefff71558;pantry;Tequila Don Julio Anejo;;11000;11000;110,00;price direto;/1/menus/14/menuItems/3/price;/1/menus/14/menuItems/3;[sem rotulo]: R$ 110,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
83;madonna_cucina;| Doses | Vodka;Bar > | Doses | Vodka;691b1921308a9fdefff6b49e > 692465dc6c464a20549c6347;692465ea6c464a20549c64b6;pantry;Grey Goose;;4200;4200;42,00;price direto;/1/menus/15/menuItems/0/price;/1/menus/15/menuItems/0;[sem rotulo]: R$ 42,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
84;madonna_cucina;| Doses | Licores;Bar > | Doses | Licores;691b1921308a9fdefff6b49e > 692462286c464a20549bf8a2;691b1d6f308a9fdefff71444;pantry;Licor 43 ;;4200;4200;42,00;price direto;/1/menus/16/menuItems/0/price;/1/menus/16/menuItems/0;[sem rotulo]: R$ 42,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
85;madonna_cucina;| Doses | Licores;Bar > | Doses | Licores;691b1921308a9fdefff6b49e > 692462286c464a20549bf8a2;692465a26c464a20549c5cf9;pantry;Disaronno;;4800;4800;48,00;price direto;/1/menus/16/menuItems/1/price;/1/menus/16/menuItems/1;[sem rotulo]: R$ 48,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
86;madonna_cucina;| Doses | Licores;Bar > | Doses | Licores;691b1921308a9fdefff6b49e > 692462286c464a20549bf8a2;692465bb6c464a20549c5fea;pantry;Lemoncello ;Di Capri Molinai;3600;3600;36,00;price direto;/1/menus/16/menuItems/2/price;/1/menus/16/menuItems/2;[sem rotulo]: R$ 36,00;;FONTE_VERIFICADA;PENDENTE;
87;madonna_cucina;| Doses | Licores;Bar > | Doses | Licores;691b1921308a9fdefff6b49e > 692462286c464a20549bf8a2;692465cd6c464a20549c61a1;pantry;Baileys;;3600;3600;36,00;price direto;/1/menus/16/menuItems/3/price;/1/menus/16/menuItems/3;[sem rotulo]: R$ 36,00;DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
88;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;691b1e5a308a9fdefff72c9a;wine;Vallontano Brut;Com uvas Pinot Noir e Chardonnay, as mesmas usadas em Champagne, Vallontano produz este vinho espumante de grande classe, seco, cheio de fruta e com grande apelo. Uma escolha deliciosa como aperitivo ou mesmo para acompanhar aperitivos e carnes brancas. Uma grande descoberta.;;22700;227,00;opcao ativa unica;/2/menus/0/menuItems/0/options/0/price;/2/menus/0/menuItems/0;750ml: R$ 227,00;PRECO_EM_OPCAO | NOME_REPETIDO_PRESERVAR_CATEGORIA_E_VOLUME;FONTE_VERIFICADA;PENDENTE;
89;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;691b1e6f308a9fdefff72df5;wine;Vallontano Brut Rosé;Elaborado a partir de uvas Pinot Noir, mostra um buquê cativante de frutas vermelhas e grande presença no paladar. Um vinho versátil, com pequena produção, que combina bem com uma variedade de pratos, também uma ótima escolha como aperitivo.;;23300;233,00;opcao ativa unica;/2/menus/0/menuItems/1/options/0/price;/2/menus/0/menuItems/1;750ml: R$ 233,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
90;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;691b1e8c308a9fdefff73318;wine;LH Zanini Nature;Esta nova safra do já aclamado espumante Extra Brut da Vallontano é uma mistura clássica de uvas Chardonnay e Pinot Noir. Produzido utilizando o método champenoise tradicional, é um espumante artesanal brasileiro de autor, assinado por Luís Henrique Zanini e produzido em quantidades muito limitadas.;;33000;330,00;opcao ativa unica;/2/menus/0/menuItems/2/options/0/price;/2/menus/0/menuItems/2;750ml: R$ 330,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
91;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69dea1d558b41df729759a08;wine;Prosecco Cabert Extra Dry DOC;;;29900;299,00;opcao ativa unica;/2/menus/0/menuItems/3/options/0/price;/2/menus/0/menuItems/3;750ml: R$ 299,00;PRECO_EM_OPCAO | NOME_REPETIDO_PRESERVAR_CATEGORIA_E_VOLUME | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
92;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69259f0f43da3d05216ad76d;wine;Franciacorta Cuvee Prestige Brut;O Cuvée Prestige de Ca' del Bosco é um espumante impressionante, comparável aos melhores vinhos de Champagne. Feito com uma grande proporção de Chardonnay e maturado 28 meses com as borras, é delicado e complexo, com grande presença no palato. A rigorosa seleção das melhores uvas e o uso de vinhos reserva maturados com as borras por muitos anos, ajuda a fazer desta Franciacorta um dos grandes espumantes do Velho Mundo.;;131600;1316,00;opcao ativa unica;/2/menus/0/menuItems/4/options/0/price;/2/menus/0/menuItems/4;750ml: R$ 1316,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
93;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69de902b58b41df7297353a4;wine;Luis Pato Vinha Pan Brut Natrure;;;79500;795,00;opcao ativa unica;/2/menus/0/menuItems/5/options/0/price;/2/menus/0/menuItems/5;750ml: R$ 795,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
94;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69288e2714f506c7fed2c1da;wine;Krug Grande Cuvèe Brut;;;390000;3900,00;opcao ativa unica;/2/menus/0/menuItems/6/options/0/price;/2/menus/0/menuItems/6;750ml: R$ 3900,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
95;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69372e1fd871d329d52bce43;wine;Veuve Clicquot Brut;;;77200;772,00;opcao ativa unica;/2/menus/0/menuItems/7/options/0/price;/2/menus/0/menuItems/7;750ml: R$ 772,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
96;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69374b0127816f09fbb31151;wine;Cristal;;;714500;7145,00;opcao ativa unica;/2/menus/0/menuItems/8/options/0/price;/2/menus/0/menuItems/8;750ml: R$ 7145,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
97;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69de8e2c58b41df72972fc28;wine;Champagne Bollinger Special Cuvée Brut;"Rica, encorpada, intensa, refinada e muito elegante, tendo merecido nada menos que 94 pontos da revista Wine Spectator. É um corte de uvas provenientes no mínimo 80% de vinhedos classificados como Grands Crus e Premiers Crus.
Bollinger representa o máximo em Champagne. Recebeu 5 estrelas da Revue Du Vin de France.";;196600;1966,00;opcao ativa unica;/2/menus/0/menuItems/9/options/0/price;/2/menus/0/menuItems/9;750ml: R$ 1966,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
98;madonna_cucina;| Espumantes e Champagnes;Adega > | Espumantes e Champagnes;691b1e1f308a9fdefff72671 > 691b1e2f308a9fdefff728e4;69e12425f4731091156620a3;wine;Louis Roederer Collection 242;Collection 242  é elaborada majoritariamente com Chardonnay (42%) que teve grande êxito na safra de  2017 e conferem  notas de frutas maduras e doces, completada con finas notas amadeiradas. Na boca proporciona uma sensação envolvente  própria dos grandes Chardonnays. Pinots Noir (36%) e Meuniers (22%) do Vallée de la Marne completam o caráter  amplo, volumoso.;;99900;999,00;opcao ativa unica;/2/menus/0/menuItems/10/options/0/price;/2/menus/0/menuItems/10;750ml: R$ 999,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
99;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925a00443da3d05216aeb0d;wine;Vallontano Blanc;Vallontano produz este incrível Chardonnay, saboroso, aromático e fresco, com grande presença no paladar. O estilo marcante, limpo e sem madeira, é o mesmo que está cada vez mais bem-sucedido entre vários bons produtores de Chardonnay em todo o mundo. Um vinho branco com muita tipicidade!;;25300;253,00;opcao ativa unica;/2/menus/1/menuItems/0/options/0/price;/2/menus/1/menuItems/0;750ml: R$ 253,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
100;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925a05f43da3d05216af121;wine;Tistin Roero;;;55400;554,00;opcao ativa unica;/2/menus/1/menuItems/1/options/0/price;/2/menus/1/menuItems/1;750ml: R$ 554,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
101;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925a25a43da3d05216b1a13;wine; Regaleali Bianco;Produzido pela Tasca d'Almerita, eleita como a Vinícola Europeia do ano pela revista Wine Enthusiast. Um corte das uvas Inzolia, Grecanico, Catarratto e Chardonnay, revela aromas de frutas brancas, notas florais, herbáceas e minerais. Um vinho branco fresco e vibrante. Em boca, apresenta ótima acidez e um final persistente.;;34700;347,00;opcao ativa unica;/2/menus/1/menuItems/2/options/0/price;/2/menus/1/menuItems/2;750ml: R$ 347,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
102;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925a2c170e886e93e2062a6;wine;Mandolás;Este branco seco surpreende com seu charme e frescor. Encorpado, cheio de aromas e com grande finesse, mostra acidez perfeita e uma leve cremosidade. Um dos vinhos pioneiros a mostrar a uva Furmint vinificada como vinho seco, é um branco surpreendente com grande vocação gastronômica.;;98200;982,00;opcao ativa unica;/2/menus/1/menuItems/3/options/0/price;/2/menus/1/menuItems/3;750ml: R$ 982,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
103;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925a93470e886e93e2119ce;wine;Le Cabanon des Alexandrins ;A uva aromática Viognier é a matéria-prima do famoso Condrieu, um dos vinhos brancos mais celebrados da França. Le Cabanon revela aromas exuberantes de frutas brancas e cítricas, com um toque exótico e excelente frescor. Um vinho branco sedutor, perfeito como aperitivo e ideal para acompanhar aperitivos e saladas.;;38200;382,00;opcao ativa unica;/2/menus/1/menuItems/4/options/0/price;/2/menus/1/menuItems/4;750ml: R$ 382,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
104;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925aaf070e886e93e215e20;wine;Soalheiro Allo;ALLO pode ser apenas uma saudação, ou talvez se referir à famosa sitcom da BBC 'Allo 'Allo!, mas é a combinação das iniciais de Alvarinho e Loureiro, duas nobres variedades de uva do Minho. Loureiro, que representa 70% da mistura deste vinho, contribui com suas notas florais, enquanto Alvarinho é responsável pela estrutura do ALLO. Ao combinar a natureza delicada do Loureiro com a confiança do Alvarinho, ALLO é um vinho que representa os lados divertido e sério do nosso Território.;;35800;358,00;opcao ativa unica;/2/menus/1/menuItems/5/options/0/price;/2/menus/1/menuItems/5;750ml: R$ 358,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
105;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925ab6070e886e93e216df3;wine;Tapada de Coelheiros Blanc;O White Coelheiros Tapada é feito de Arinto e Guarda-Roupa da Vinha da Sobreira. Foi produzido pela primeira vez em 1995, sendo reconhecido por sua elegância, untuosidade e capacidade de envelhecimento. Nariz complexo, onde a fruta tropical é evidenciada, vinda do Guarda-Roupa, combinada com notas de toranja e a frescura da casca de limão arinto. O paladar é dominado pela cremosidade e untuosidade. Final longo e persistente.;;115300;1153,00;opcao ativa unica;/2/menus/1/menuItems/6/options/0/price;/2/menus/1/menuItems/6;750ml: R$ 1153,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
106;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925b1182072d85c974f4f05;wine;Robertson Blanc;Branco leve e refrescante da região do Vale de Robertson, feito 100% com Chenin Blanc. Apresenta aromas de frutas brancas e cítricas, com um toque floral e grande frescor. No paladar, é leve, vibrante e equilibrado, ideal para harmonizar com peixes, saladas, frutos do mar ou para beber casualmente. Um vinho versátil e muito agradável ao paladar.;;19600;196,00;opcao ativa unica;/2/menus/1/menuItems/7/options/0/price;/2/menus/1/menuItems/7;750ml: R$ 196,00;PRECO_EM_OPCAO | NOME_REPETIDO_PRESERVAR_CATEGORIA_E_VOLUME;FONTE_VERIFICADA;PENDENTE;
107;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6925b1672072d85c974f58be;wine;Luca Blanc;Luca Chardonnay G-Lot é feito com uvas de vinhas em altitude extrema. De acordo com Robert Parker, este excelente branco 'é o candidato ao melhor Chardonnay na Argentina ano após ano'. É um vinho branco com cor amarelo pálido, aromas de frutas tropicais e cítricas, além de um toque de pera e creme de limão. Reúne complexidade, potência e elegância em um conjunto muito sofisticado que compete com brancos da Borgonha que custam até três vezes mais. Ainda tem grande potencial de envelhecimento.;;58500;585,00;opcao ativa unica;/2/menus/1/menuItems/8/options/0/price;/2/menus/1/menuItems/8;750ml: R$ 585,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
108;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6928a5712b69fb50e6727936;wine;Fonteleoni Vernaccia di San Gimignano;;;43400;434,00;opcao ativa unica;/2/menus/1/menuItems/9/options/0/price;/2/menus/1/menuItems/9;750ml: R$ 434,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
109;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6928ac0a2b69fb50e673888c;wine;Mastroberardino Greco di Tufo;;;65700;657,00;opcao ativa unica;/2/menus/1/menuItems/10/options/0/price;/2/menus/1/menuItems/10;750ml: R$ 657,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
110;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6928aee9816de541a52184a1;wine;Hochheimer Guts QBA Troken;;;55800;558,00;opcao ativa unica;/2/menus/1/menuItems/11/options/0/price;/2/menus/1/menuItems/11;750ml: R$ 558,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
111;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6928b9ce377ecbfbcdd560e7;wine;La Petitte Perrière;;;29900;299,00;opcao ativa unica;/2/menus/1/menuItems/12/options/0/price;/2/menus/1/menuItems/12;750ml: R$ 299,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
112;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6928bc68377ecbfbcdd5f80a;wine;Dopff Au Moulin ;;;48200;482,00;opcao ativa unica;/2/menus/1/menuItems/13/options/0/price;/2/menus/1/menuItems/13;750ml: R$ 482,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
113;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929b97e5597d385b4960039;wine;Chablis Tete d'Or;;;128300;1283,00;opcao ativa unica;/2/menus/1/menuItems/14/options/0/price;/2/menus/1/menuItems/14;750ml: R$ 1283,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
114;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929bc51be21817255b66bf7;wine;Mâcon-Villages;;;62000;620,00;opcao ativa unica;/2/menus/1/menuItems/15/options/0/price;/2/menus/1/menuItems/15;750ml: R$ 620,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
115;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929c1332a0a0c78e487d3e8;wine;Viña Bujanda Blanc;;;36700;367,00;opcao ativa unica;/2/menus/1/menuItems/16/options/0/price;/2/menus/1/menuItems/16;750ml: R$ 367,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
116;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929c28f2a0a0c78e4882e78;wine;Basa Blanc;;;46000;460,00;opcao ativa unica;/2/menus/1/menuItems/17/options/0/price;/2/menus/1/menuItems/17;750ml: R$ 460,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
117;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929ca79c39743f19c5890c2;wine;Y Series ;;;52300;523,00;opcao ativa unica;/2/menus/1/menuItems/18/options/0/price;/2/menus/1/menuItems/18;750ml: R$ 523,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
118;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929cce4bd0d1b1db3b0590c;wine;Barista ;;;44200;442,00;opcao ativa unica;/2/menus/1/menuItems/19/options/0/price;/2/menus/1/menuItems/19;750ml: R$ 442,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
119;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;6929cf3fbd0d1b1db3b0eb2b;wine;El Enemigo Blanc;;;48500;485,00;opcao ativa unica;/2/menus/1/menuItems/20/options/0/price;/2/menus/1/menuItems/20;750ml: R$ 485,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
120;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;692cb78c157a8dc15dedd29d;wine;Château Latour-Martillac Blanc ;;;178700;1787,00;opcao ativa unica;/2/menus/1/menuItems/21/options/0/price;/2/menus/1/menuItems/21;750ml: R$ 1787,00;PRECO_EM_OPCAO | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
121;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69de90a158b41df729736b2b;wine;MONOGRAPH MOSCHOFILERO;O Monograph Moschofilero é elaborado com a casta (100%) Moschofilero na sub-região de Mantinia no Peloponeso, variedade cultivada especialmente nesta região. É um vinho vivo, moderno, rico, frutado, com notas marcantes florais, e em boca é refrescante e equilibrado. Ótimo para acompanhar peixes, e carnes brancas.;;37200;372,00;opcao ativa unica;/2/menus/1/menuItems/22/options/0/price;/2/menus/1/menuItems/22;750ml: R$ 372,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
122;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69de91c858b41df72973a2fe;wine;Deux Montille Puligny Montrachet La Garenne;Expresso floral e aromas de frutas de pedra com suave carvalho, baunilha e pimentão especiarias. O vinho tem uma boca encantadora, quente e encorpado, com calor de frutas tropicais, groselha e banana, carvalho morno e um longo acabamento cremoso.;;356600;3566,00;opcao ativa unica;/2/menus/1/menuItems/23/options/0/price;/2/menus/1/menuItems/23;750ml: R$ 3566,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
123;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69dea2d958b41df72975c2f8;wine;"Gaierhof ""Nosiola"" DOC";;;26500;265,00;opcao ativa unica;/2/menus/1/menuItems/24/options/0/price;/2/menus/1/menuItems/24;750ml: R$ 265,00;PRECO_EM_OPCAO | NOME_REPETIDO_PRESERVAR_CATEGORIA_E_VOLUME | DESCRICAO_PT_AUSENTE;FONTE_VERIFICADA;PENDENTE;
124;madonna_cucina;| Brancos;Adega > | Brancos;691b1e1f308a9fdefff72671 > 69259fd843da3d05216ae51e;69dea30a58b41df72975cd4e;wine;Marani Bianco;De cor dourada intensa, no nariz desvenda fragrâncias de frutas amarelas e exóticas com uma nota inconfundível de mel. No paladar o vinho é equilibrado, elegante e harmonioso, em perfeito equilíbrio.;;31000;310,00;opcao ativa unica;/2/menus/1/menuItems/25/options/0/price;/2/menus/1/menuItems/25;750ml: R$ 310,00;PRECO_EM_OPCAO;FONTE_VERIFICADA;PENDENTE;
