ordem_item;restaurant_id;categoria;nome_item;source_item_id;source_option_id;rotulo_original;preco_bruto_centavos;preco_reais;promo_preco_bruto_centavos;promo_ativa;desativada;min_original;modifier_original;json_pointer;estado_fonte;status_revisao_humana;observacoes_ike
144;madonna_cucina;| Tintos;Vallontano Reserva ;6925e7b74ca04d4034d10cef;699c9e695009c46ed73b9340;750ml;22500;225,00;0;false;false;0;False;/2/menus/3/menuItems/6/options/0;FONTE_VERIFICADA;PENDENTE;
145;madonna_cucina;| Tintos;Kadette Cape Blend ;69275ba11286fbb165cc39c5;699cb46364864aa92fd40134;750ml;49600;496,00;0;false;false;0;False;/2/menus/3/menuItems/7/options/0;FONTE_VERIFICADA;PENDENTE;
146;madonna_cucina;| Tintos;Criações LH Zanini;6929e47f52ff28756ae27163;699ca6b041b53e197c37667a;750ml;39700;397,00;0;false;false;0;False;/2/menus/3/menuItems/8/options/0;FONTE_VERIFICADA;PENDENTE;
147;madonna_cucina;| Tintos;Barolo Rocche dell'Annunziata DOCG;6929eb76a7f0e58994d6bf47;699e1cbb90867999b1bf67ac;750ml;187700;1877,00;0;false;false;0;False;/2/menus/3/menuItems/9/options/0;FONTE_VERIFICADA;PENDENTE;
148;madonna_cucina;| Tintos;Amarone della Valpolicella Classico Sant'Urbano;6929f7bfc611d797c2df394c;699c9b223187e6ac9f18504c;750ml;131700;1317,00;0;false;false;0;False;/2/menus/3/menuItems/10/options/0;FONTE_VERIFICADA;PENDENTE;
149;madonna_cucina;| Tintos;Ghiaie della Furba;692a007f8b9dae1e055314ce;699c9fdc5009c46ed73be3da;750ml;120000;1200,00;0;false;false;0;False;/2/menus/3/menuItems/11/options/0;FONTE_VERIFICADA;PENDENTE;
150;madonna_cucina;| Tintos;"Magari ""Bolgheri"" IGP";692a01c88b9dae1e05534f61;699c9b623187e6ac9f18675f;750ml;135100;1351,00;0;false;false;0;False;/2/menus/3/menuItems/12/options/0;FONTE_VERIFICADA;PENDENTE;
151;madonna_cucina;| Tintos;"Sassicaia ""Bolgheri""";692a03418b9dae1e05539502;699caea8639716c7a2b6472e;750ml;602100;6021,00;0;false;false;0;False;/2/menus/3/menuItems/13/options/0;FONTE_VERIFICADA;PENDENTE;
152;madonna_cucina;| Tintos;Biondi-Santi Brunello di Montalcino DOCG;692a04718b9dae1e0553d565;699cae3058fc9226a5fb7b47;750ml;591800;5918,00;0;false;false;0;False;/2/menus/3/menuItems/14/options/0;FONTE_VERIFICADA;PENDENTE;
153;madonna_cucina;| Tintos;Epicuro;692a06b98b9dae1e05543bcd;6a065301810ac845598bb90f;750ml;31700;317,00;0;false;false;0;False;/2/menus/3/menuItems/15/options/0;FONTE_VERIFICADA;PENDENTE;
154;madonna_cucina;| Tintos;"Tenuta Regaleali ""Vgna San Francesco""";692a0d49d71f2cab21e2efb1;699caed6639716c7a2b6519d;750ml;131300;1313,00;0;false;false;0;False;/2/menus/3/menuItems/16/options/0;FONTE_VERIFICADA;PENDENTE;
155;madonna_cucina;| Tintos;Côte de Nuits-Villages Vieilles Vignes ;692a11fdbfd9075e2e6f0c62;699c999b3187e6ac9f17f105;750ml;141000;1410,00;0;false;false;0;False;/2/menus/3/menuItems/17/options/0;FONTE_VERIFICADA;PENDENTE;
156;madonna_cucina;| Tintos;Gevrey-Chambertin;692a1303bfd9075e2e6f620e;699caf3a639716c7a2b6628c;750ml;215500;2155,00;0;false;false;0;False;/2/menus/3/menuItems/18/options/0;FONTE_VERIFICADA;PENDENTE;
157;madonna_cucina;| Tintos;Château Sigognac;692a14c4bfd9075e2e6fda55;699c9d675009c46ed73b5215;750ml;56800;568,00;0;false;false;0;False;/2/menus/3/menuItems/19/options/0;FONTE_VERIFICADA;PENDENTE;
158;madonna_cucina;| Tintos;Vieux Château Saint André ;692a17b3bfd9075e2e70d01c;699caf9a639716c7a2b671a5;750ml;103400;1034,00;0;false;false;0;False;/2/menus/3/menuItems/20/options/0;FONTE_VERIFICADA;PENDENTE;
159;madonna_cucina;| Tintos;"Châteauneuf-du-Pape ""Château de Beaucastel""";692b1e8a8d5d40a89b2eff06;699c9a663187e6ac9f181c1c;750ml;281800;2818,00;0;false;false;0;False;/2/menus/3/menuItems/21/options/0;FONTE_VERIFICADA;PENDENTE;
160;madonna_cucina;| Tintos;Cepa Gavilán Crianza;692b262e40b557edda07dcac;699e1cef90867999b1bf70c1;750ml;64700;647,00;0;false;false;0;False;/2/menus/3/menuItems/22/options/0;FONTE_VERIFICADA;PENDENTE;
161;madonna_cucina;| Tintos;Flor de Pingus ;692b27c17e84a9f73979abf9;692b27c27e84a9f73979abfa;750ml;287500;2875,00;0;false;false;0;False;/2/menus/3/menuItems/23/options/0;FONTE_VERIFICADA;PENDENTE;
162;madonna_cucina;| Tintos;Vega Sicilia Unico;692b29635aedd376cad6d053;699cb0b2639716c7a2b69c54;750ml;1316400;13164,00;0;false;false;0;False;/2/menus/3/menuItems/24/options/0;FONTE_VERIFICADA;PENDENTE;
163;madonna_cucina;| Tintos;Viña Tondonia Reserva;692b2ded2a41b5505b76105a;699c9ad03187e6ac9f1838a4;750ml;146700;1467,00;0;false;false;0;False;/2/menus/3/menuItems/25/options/0;FONTE_VERIFICADA;PENDENTE;
164;madonna_cucina;| Tintos;Remelluri Gran Reserva;692b2f83a75e76fcae644e3b;699cb0f8639716c7a2b6a7e3;750ml;239800;2398,00;0;false;false;0;False;/2/menus/3/menuItems/26/options/0;FONTE_VERIFICADA;PENDENTE;
165;madonna_cucina;| Tintos;Font de La Figuera;692b330fa75e76fcae655d02;699cb15b639716c7a2b6bafb;750ml;121900;1219,00;0;false;false;0;False;/2/menus/3/menuItems/27/options/0;FONTE_VERIFICADA;PENDENTE;
166;madonna_cucina;| Tintos;Copa Real Oro;692b37aba75e76fcae668fb5;692b391da75e76fcae66fc3b;750ml;19200;192,00;0;false;false;0;False;/2/menus/3/menuItems/28/options/0;FONTE_VERIFICADA;PENDENTE;
167;madonna_cucina;| Tintos;Flam Reserve;692b3b3fa75e76fcae67841d;699cb1d6639716c7a2b6d7e4;750ml;103400;1034,00;0;false;false;0;False;/2/menus/3/menuItems/29/options/0;FONTE_VERIFICADA;PENDENTE;
168;madonna_cucina;| Tintos;Prazo de Roriz;692b3ce2a75e76fcae67e614;699cb206639716c7a2b6e1aa;750ml;48500;485,00;0;false;false;0;False;/2/menus/3/menuItems/30/options/0;FONTE_VERIFICADA;PENDENTE;
169;madonna_cucina;| Tintos;Quinta da Ponte Pedrinha;692b4135a75e76fcae68c7da;699ca4b541b53e197c370f28;750ml;28100;281,00;0;false;false;0;False;/2/menus/3/menuItems/31/options/0;FONTE_VERIFICADA;PENDENTE;
170;madonna_cucina;| Tintos;Quinta da Lagoalva Grande Reserva ;692b46a8a75e76fcae69ad24;692b46a8a75e76fcae69ad25;750ml;91100;911,00;0;false;false;0;False;/2/menus/3/menuItems/32/options/0;FONTE_VERIFICADA;PENDENTE;
171;madonna_cucina;| Tintos;Zagalos Reserva ;692b4916a75e76fcae6a1df3;699cb4036e5f428eb211cd1f;750ml;62000;620,00;0;false;false;0;False;/2/menus/3/menuItems/33/options/0;FONTE_VERIFICADA;PENDENTE;
172;madonna_cucina;| Tintos;Ridge Lytton Springs ;692b4a51a75e76fcae6a4f9d;699cb43564864aa92fd3fba2;750ml;122200;1222,00;0;false;false;0;False;/2/menus/3/menuItems/34/options/0;FONTE_VERIFICADA;PENDENTE;
173;madonna_cucina;| Tintos;Amayna;692b506aa75e76fcae6b57d1;699cb4a364864aa92fd41183;750ml;68300;683,00;0;false;false;0;False;/2/menus/3/menuItems/35/options/0;FONTE_VERIFICADA;PENDENTE;
174;madonna_cucina;| Tintos;Lapostolle Apalta;692b51b8a75e76fcae6b9cb3;699cb4d064864aa92fd41f44;750ml;41300;413,00;0;false;false;0;False;/2/menus/3/menuItems/36/options/0;FONTE_VERIFICADA;PENDENTE;
175;madonna_cucina;| Tintos;Cromas Gran Reserva;692b52bfa75e76fcae6bcc8f;699cb4fc64864aa92fd428af;750ml;44500;445,00;0;false;false;0;False;/2/menus/3/menuItems/37/options/0;FONTE_VERIFICADA;PENDENTE;
176;madonna_cucina;| Tintos;Clos Apalta;692b53dda75e76fcae6c05e4;699cb53064864aa92fd43136;750ml;338600;3386,00;0;false;false;0;False;/2/menus/3/menuItems/38/options/0;FONTE_VERIFICADA;PENDENTE;
177;madonna_cucina;| Tintos;Lapostolle Cuvée Alexandre;692b54d5a75e76fcae6c39e1;699ca48641b53e197c370613;750ml;68200;682,00;0;false;false;0;False;/2/menus/3/menuItems/39/options/0;FONTE_VERIFICADA;PENDENTE;
178;madonna_cucina;| Tintos;Rio de los Pájaros Reserva;692b55e1a75e76fcae6c6fad;699cb57264864aa92fd43e6b;750ml;35700;357,00;0;false;false;0;False;/2/menus/3/menuItems/40/options/0;FONTE_VERIFICADA;PENDENTE;
179;madonna_cucina;| Tintos;Pisano RPF;692b5691a75e76fcae6c936b;699cb5a464864aa92fd44adc;750ml;52300;523,00;0;false;false;0;False;/2/menus/3/menuItems/41/options/0;FONTE_VERIFICADA;PENDENTE;
180;madonna_cucina;| Tintos;El Enemigo;692b59c7878d1d942720ed37;699cb5db64864aa92fd45d3e;750ml;48500;485,00;0;false;false;0;False;/2/menus/3/menuItems/42/options/0;FONTE_VERIFICADA;PENDENTE;
181;madonna_cucina;| Tintos;Tikal Amorío;692b5b64878d1d9427213efc;699cb61c64864aa92fd46bd9;750ml;55800;558,00;0;false;false;0;False;/2/menus/3/menuItems/43/options/0;FONTE_VERIFICADA;PENDENTE;
182;madonna_cucina;| Tintos;Luca Vintage;692b5c7b878d1d942721749d;699cb65c64864aa92fd47a4e;750ml;58500;585,00;0;false;false;0;False;/2/menus/3/menuItems/44/options/0;FONTE_VERIFICADA;PENDENTE;
183;madonna_cucina;| Tintos;Petit Caro ;692b5d9c878d1d942721be9a;692b5d9c878d1d942721be9b;750ml;29900;299,00;0;false;false;0;False;/2/menus/3/menuItems/45/options/0;FONTE_VERIFICADA;PENDENTE;
184;madonna_cucina;| Tintos;Catena Zapata Estiba Reservada ;692b5e77878d1d942721ea21;699cb69664864aa92fd48696;750ml;432400;4324,00;0;false;false;0;False;/2/menus/3/menuItems/46/options/0;FONTE_VERIFICADA;PENDENTE;
185;madonna_cucina;| Tintos;On The Road ;692b5f7f878d1d94272224ab;699cb72964864aa92fd4a547;750ml;47500;475,00;0;false;false;0;False;/2/menus/3/menuItems/47/options/0;FONTE_VERIFICADA;PENDENTE;
186;madonna_cucina;| Tintos;Pieve Santa Restituta Brunello di Montalcino;69373698d871d329d52c80e0;699e1d2090867999b1bf7b06;750ml;271900;2719,00;0;false;false;0;False;/2/menus/3/menuItems/48/options/0;FONTE_VERIFICADA;PENDENTE;
187;madonna_cucina;| Tintos;Vosne Romanée;693743fcd871d329d52dadfa;6939979120d73ebda3341e53;750ml;336000;3360,00;0;false;false;0;False;/2/menus/3/menuItems/49/options/0;FONTE_VERIFICADA;PENDENTE;
188;madonna_cucina;| Tintos;Château Lynch-Bages Grand Cru Classé;69399e6e20d73ebda334dd75;699e1df890867999b1bf9d38;750ml;677400;6774,00;0;false;false;0;False;/2/menus/3/menuItems/50/options/0;FONTE_VERIFICADA;PENDENTE;
189;madonna_cucina;| Tintos;Morey-Saint-Denis Vieilles Vignes Domaine Stéphane Magnien;69de953958b41df729741b03;69de953958b41df729741b04;750ml;197500;1975,00;0;false;false;0;False;/2/menus/3/menuItems/51/options/0;FONTE_VERIFICADA;PENDENTE;
190;madonna_cucina;| Tintos;Chambolle-Musigny “Les Sentiers” 1er Cru (Domaine Robert Groffier);69de96a858b41df72974404d;69de96a858b41df72974404e;750ml;799900;7999,00;0;false;false;0;False;/2/menus/3/menuItems/52/options/0;FONTE_VERIFICADA;PENDENTE;
191;madonna_cucina;| Tintos;Savigny-Les-Beaune AOC (Domaine Simon Bize);69de984358b41df729748508;69de984358b41df729748509;750ml;130700;1307,00;0;false;false;0;False;/2/menus/3/menuItems/53/options/0;FONTE_VERIFICADA;PENDENTE;
192;madonna_cucina;| Tintos;Château Lafon Rochet;69de991f5add7de5decd9959;69de991f5add7de5decd995a;750ml;166500;1665,00;0;false;false;0;False;/2/menus/3/menuItems/54/options/0;FONTE_VERIFICADA;PENDENTE;
193;madonna_cucina;| Tintos;Château Léoville Poyferré;69de996558b41df72974ad7c;69de996558b41df72974ad7d;750ml;581400;5814,00;0;false;false;0;False;/2/menus/3/menuItems/55/options/0;FONTE_VERIFICADA;PENDENTE;
194;madonna_cucina;| Tintos;Post-Scriptum;69de9a0a2b2507b2687b7b2e;69de9a0a2b2507b2687b7b2f;750ml;82700;827,00;0;false;false;0;False;/2/menus/3/menuItems/56/options/0;FONTE_VERIFICADA;PENDENTE;
195;madonna_cucina;| Tintos;Buçaco Bairrada Tinto;69de9a722b2507b2687b7db6;69de9a722b2507b2687b7db7;750ml;159900;1599,00;0;false;false;0;False;/2/menus/3/menuItems/57/options/0;FONTE_VERIFICADA;PENDENTE;
196;madonna_cucina;| Tintos;Vinha Do Mouro;69de9af458b41df72974c2ca;69de9af458b41df72974c2cb;750ml;38200;382,00;0;false;false;0;False;/2/menus/3/menuItems/58/options/0;FONTE_VERIFICADA;PENDENTE;
197;madonna_cucina;| Tintos;Château Musar;69de9b3958b41df72974c9b9;69de9b3958b41df72974c9ba;750ml;139900;1399,00;0;false;false;0;False;/2/menus/3/menuItems/59/options/0;FONTE_VERIFICADA;PENDENTE;
198;madonna_cucina;| Tintos;Yalumba The Signature (cabernet Sauvignon Shiraz);69de9ba858b41df72974d94f;69de9ba858b41df72974d950;750ml;188100;1881,00;0;false;false;0;False;/2/menus/3/menuItems/60/options/0;FONTE_VERIFICADA;PENDENTE;
199;madonna_cucina;| Tintos;On The Road Pinot Noir from Patagonia;69de9da458b41df729751984;69de9da458b41df729751985;750ml;41500;415,00;0;false;false;0;False;/2/menus/3/menuItems/61/options/0;FONTE_VERIFICADA;PENDENTE;
200;madonna_cucina;| Tintos;Merlot Riserva Trentino DOC;69dea9ab285ea768b135e418;69dea9ab285ea768b135e419;750ml;30200;302,00;0;false;false;0;False;/2/menus/3/menuItems/62/options/0;FONTE_VERIFICADA;PENDENTE;
201;madonna_cucina;| Tintos;"Cabert Trivenezie  ""Pinot Nero"" IGT";69deaa6f58b41df72977144c;69deaa6f58b41df72977144d;750ml;20100;201,00;0;false;false;0;False;/2/menus/3/menuItems/63/options/0;FONTE_VERIFICADA;PENDENTE;
202;madonna_cucina;| Tintos;"Sforzato Di Valtellina ""Fiori Di Sparta"" DOCG";69deab7c58b41df729774919;69deab7c58b41df72977491a;750ml;66900;669,00;0;false;false;0;False;/2/menus/3/menuItems/64/options/0;FONTE_VERIFICADA;PENDENTE;
203;madonna_cucina;| Tintos;Porlapá Barbera D'Asti Superiore DOCG;69deacfe58b41df72977b861;69deacfe58b41df72977b862;750ml;51500;515,00;0;false;false;0;False;/2/menus/3/menuItems/65/options/0;FONTE_VERIFICADA;PENDENTE;
204;madonna_cucina;| Tintos;Barolo Boeri DOCG;69dead9c58b41df72977f613;69dead9c58b41df72977f614;750ml;119900;1199,00;0;false;false;0;False;/2/menus/3/menuItems/66/options/0;FONTE_VERIFICADA;PENDENTE;
205;madonna_cucina;| Tintos;Romulo IGT;69deae4058b41df729782fcb;69deae4058b41df729782fcc;750ml;19900;199,00;0;false;false;0;False;/2/menus/3/menuItems/67/options/0;FONTE_VERIFICADA;PENDENTE;
206;madonna_cucina;| Tintos;ORO DEI SANI CHIANTI CLASSICO DOCG;69deae7558b41df729783e50;69deae7558b41df729783e51;750ml;29900;299,00;0;false;false;0;False;/2/menus/3/menuItems/68/options/0;FONTE_VERIFICADA;PENDENTE;
207;madonna_cucina;| Tintos;Colle dei Medici Brunello di Montalcino Riserva DOCG;69deaef858b41df7297865a8;69deaef858b41df7297865a9;750ml;137200;1372,00;0;false;false;0;False;/2/menus/3/menuItems/69/options/0;FONTE_VERIFICADA;PENDENTE;
208;madonna_cucina;| Tintos;Galileo Colli Pasaresi Riserva DOC;69deafb3063ab3224846bc14;69deafb3063ab3224846bc15;750ml;30300;303,00;0;false;false;0;False;/2/menus/3/menuItems/70/options/0;FONTE_VERIFICADA;PENDENTE;
209;madonna_cucina;| Tintos;Passo Dei Sani Premium Rosso;69deb0090b1ee746399d2a55;69deb0090b1ee746399d2a56;750ml;19900;199,00;0;false;false;0;False;/2/menus/3/menuItems/71/options/0;FONTE_VERIFICADA;PENDENTE;
210;madonna_cucina;| Tintos;"Terre Carsiche ""Nero Di Troia"" IGT";69deb18058b41df729791904;69deb18058b41df729791905;750ml;20100;201,00;0;false;false;0;False;/2/menus/3/menuItems/72/options/0;FONTE_VERIFICADA;PENDENTE;
211;madonna_cucina;| Tintos;I Mori IGT;69deb21f58b41df7297956b6;69deb21f58b41df7297956b7;750ml;28200;282,00;0;false;false;0;False;/2/menus/3/menuItems/73/options/0;FONTE_VERIFICADA;PENDENTE;
212;madonna_cucina;| Tintos;Naxos Rosso Terre Siciliane ;69deb27458b41df72979681c;69deb27458b41df72979681d;750ml;29700;297,00;0;false;false;0;False;/2/menus/3/menuItems/74/options/0;FONTE_VERIFICADA;PENDENTE;
213;madonna_cucina;| Tintos;Second De Camensac;69e125f3c31aa4aaf9093b3a;69e125f3c31aa4aaf9093b3b;750ml;68800;688,00;0;false;false;0;False;/2/menus/3/menuItems/75/options/0;FONTE_VERIFICADA;PENDENTE;
214;madonna_cucina;| Tintos;Pauillac;69e12650f4731091156669ba;69e12650f4731091156669bb;750ml;171000;1710,00;0;false;false;0;False;/2/menus/3/menuItems/76/options/0;FONTE_VERIFICADA;PENDENTE;
215;madonna_cucina;| Tintos;Petit Pittacum ;69e126aff4731091156678f9;69e126aff4731091156678fa;750ml;28700;287,00;0;false;false;0;False;/2/menus/3/menuItems/77/options/0;FONTE_VERIFICADA;PENDENTE;
216;madonna_cucina;| Tintos;Emilio Moro ;69e126e3f4731091156680f7;69e126e3f4731091156680f8;750ml;63200;632,00;0;false;false;0;False;/2/menus/3/menuItems/78/options/0;FONTE_VERIFICADA;PENDENTE;
217;madonna_cucina;| Tintos;Emilio Moro Malleolus;69e1272cf473109115668c51;69e1272cf473109115668c52;750ml;99800;998,00;0;false;false;0;False;/2/menus/3/menuItems/79/options/0;FONTE_VERIFICADA;PENDENTE;
218;madonna_cucina;| Tintos;Tarapaca Gran Reserva Syrah;69e127c3f47310911566a7b5;69e127c3f47310911566a7b6;750ml;29600;296,00;0;false;false;0;False;/2/menus/3/menuItems/80/options/0;FONTE_VERIFICADA;PENDENTE;
219;madonna_cucina;| Tintos;ALTA VISTA ATEMPORAL;69e12802f47310911566b66f;69e12802f47310911566b670;750ml;29700;297,00;0;false;false;0;False;/2/menus/3/menuItems/81/options/0;FONTE_VERIFICADA;PENDENTE;
221;madonna_cucina;| Tintos;Charmes De Kirwan;69fcf82555153376bd6a1337;69fcf82555153376bd6a1338;750ml;136000;1360,00;0;false;false;0;False;/2/menus/3/menuItems/83/options/0;FONTE_VERIFICADA;PENDENTE;
222;madonna_cucina;| Tintos;Luzon Crianza Seleccion;69fcf90e55153376bd6a3498;69fcf90e55153376bd6a3499;750ml;41500;415,00;0;false;false;0;False;/2/menus/3/menuItems/84/options/0;FONTE_VERIFICADA;PENDENTE;
223;madonna_cucina;| Tintos;Viña Progreso Sueños De Elisa Open Barrel Tannat;69fcfa3e55153376bd6a7274;69fcfa3e55153376bd6a7275;750ml;99900;999,00;0;false;false;0;False;/2/menus/3/menuItems/85/options/0;FONTE_VERIFICADA;PENDENTE;
224;madonna_cucina;| Doces | Sobremesas; Capofaro di Salina;6927607d1286fbb165cd48d5;699cb77a64864aa92fd4b3fd;500ml;99600;996,00;0;false;false;0;False;/2/menus/4/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
225;madonna_cucina;| Doces | Sobremesas;"Tokaji Aszú ""3 Puttonyos"" ";692c6447f71be2acd3ec1460;699cb7af64864aa92fd4bf7f;500ml;121800;1218,00;0;false;false;0;False;/2/menus/4/menuItems/1/options/0;FONTE_VERIFICADA;PENDENTE;
226;madonna_cucina;| Vinhos Fortificados;Jerez Napoleon Amontillado;692761571286fbb165cd7347;699cb8ab20cfbfb5a8be320a;500ml;83400;834,00;0;false;false;0;False;/2/menus/5/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
227;madonna_cucina;| Vinhos Fortificados;Meandro Finest Reserve Port;692c675b617a06b0f69845cb;699cb8d220cfbfb5a8be3a68;750ml;45600;456,00;0;false;false;0;False;/2/menus/5/menuItems/1/options/0;FONTE_VERIFICADA;PENDENTE;
228;madonna_cucina;| Vinhos Fortificados;Porto Ramos Pinto Tawny 10 Years ;69e129cbf473109115670d82;69e129cbf473109115670d83;750ml;105200;1052,00;0;false;false;0;False;/2/menus/5/menuItems/2/options/0;FONTE_VERIFICADA;PENDENTE;
229;madonna_cucina;| Destilado Vinico;Grappa Unica ;692b65cf878d1d9427239a32;699ca0ac5009c46ed73c1372;500ml;107800;1078,00;0;false;false;0;False;/2/menus/6/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
230;madonna_cucina;| Espumante Meia Garrafa;Vallontano Brut ;692c6c5c617a06b0f69a32f2;699cb94820cfbfb5a8be54fe;Meia-Garrafa;13100;131,00;0;false;false;0;False;/2/menus/7/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
231;madonna_cucina;| Vinhos Brancos Meia Garrafa;Campagnola Delle Venezie ;69276491ed38c96634f6b40f;699ca87041b53e197c37bbd7;Meia-Garrafa;18100;181,00;0;false;false;0;False;/2/menus/8/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
232;madonna_cucina;| Vinhos Brancos Meia Garrafa;Luis Pato Blanc;6927651ced38c96634f6cd18;699cb9c611b06384104b8898;Meia-Garrafa;15600;156,00;0;false;false;0;False;/2/menus/8/menuItems/1/options/0;FONTE_VERIFICADA;PENDENTE;
233;madonna_cucina;| Vinhos Brancos Meia Garrafa;La Vieille Ferme Blanc;692c6f58617a06b0f69b76b7;699cb97f20cfbfb5a8be61d5;Meia-Garrafa;18100;181,00;0;false;false;0;False;/2/menus/8/menuItems/2/options/0;FONTE_VERIFICADA;PENDENTE;
234;madonna_cucina;| Vinhos Brancos Meia Garrafa;Carmen Insigne Blanc ;692c7205dec6e888ee2c32ef;699cb9f820cfbfb5a8be6e8e;Meia-Garrafa;16200;162,00;0;false;false;0;False;/2/menus/8/menuItems/3/options/0;FONTE_VERIFICADA;PENDENTE;
235;madonna_cucina;| Vinhos Rosés Meia Garrafa;Château Routas ;692c7389dec6e888ee2cde3a;699cba2a20cfbfb5a8be7272;Meia-Garrafa;26800;268,00;0;false;false;0;False;/2/menus/9/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
236;madonna_cucina;| Vinhos Tintos Meia Garrafa;Sassoaloro IGT;69276651ede94a7d91041566;699ca5af41b53e197c373e5a;Meia-Garrafa;51200;512,00;0;false;false;0;False;/2/menus/10/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
237;madonna_cucina;| Vinhos Tintos Meia Garrafa;Viña Bujanda ;69276697ede94a7d910424d4;699ca0e55009c46ed73c2301;Meia-Garrafa;15000;150,00;0;false;false;0;False;/2/menus/10/menuItems/1/options/0;FONTE_VERIFICADA;PENDENTE;
238;madonna_cucina;| Vinhos Tintos Meia Garrafa;Altano ;692c768edec6e888ee2e4886;699ca3ca41b53e197c36e159;Meia-Garrafa;16500;165,00;0;false;false;0;False;/2/menus/10/menuItems/2/options/0;FONTE_VERIFICADA;PENDENTE;
239;madonna_cucina;| Vinhos Tintos Meia Garrafa;CL Lapostolle Gran Selection Carmenere;69de9e1158b41df72975265f;69e6c109b689ab10c6fa1eb9;350ml;19200;192,00;0;false;false;0;False;/2/menus/10/menuItems/3/options/0;FONTE_VERIFICADA;PENDENTE;
240;madonna_cucina;| Vinhos Tintos Meia Garrafa;Chateau Marjosse;69fcfa8a55153376bd6a875f;69fcfa8a55153376bd6a8760;350ml;28900;289,00;0;false;false;0;False;/2/menus/10/menuItems/4/options/0;FONTE_VERIFICADA;PENDENTE;
241;madonna_cucina;| Vinhos em Taça;Prosecco Cabert Extra Dry DOC;69e12bb5f473109115675edd;69e12bb5f473109115675ede;187ml;6400;64,00;0;false;false;0;False;/2/menus/11/menuItems/0/options/0;FONTE_VERIFICADA;PENDENTE;
242;madonna_cucina;| Vinhos em Taça;"Gaierhof ""Nosiola"" DOC";69e0114af4731091154df5f7;69e0114af4731091154df5f8;187ml;7500;75,00;0;false;false;0;False;/2/menus/11/menuItems/1/options/0;FONTE_VERIFICADA;PENDENTE;
243;madonna_cucina;| Vinhos em Taça;Robertson Blanc;692c7ab5dec6e888ee306542;692c7ab5dec6e888ee306543;Taça de 150ml;5600;56,00;0;false;false;0;False;/2/menus/11/menuItems/2/options/0;FONTE_VERIFICADA;PENDENTE;
244;madonna_cucina;| Vinhos em Taça;Bayanegra Rosé;69276849ede94a7d91047cbc;692c7b11dec6e888ee309337;Taça de 150ml;6300;63,00;0;false;false;0;False;/2/menus/11/menuItems/3/options/0;FONTE_VERIFICADA;PENDENTE;
245;madonna_cucina;| Vinhos em Taça;Petit Pittacum ;69e12b3cf47310911567508f;69e12b3cf473109115675090;187ml;8400;84,00;0;false;false;0;False;/2/menus/11/menuItems/4/options/0;FONTE_VERIFICADA;PENDENTE;
246;madonna_cucina;| Vinhos em Taça;Epicuro Rosso;692c7eccdec6e888ee32441f;692c7eccdec6e888ee324420;Taça de 150ml;8400;84,00;0;false;false;0;False;/2/menus/11/menuItems/5/options/0;FONTE_VERIFICADA;PENDENTE;
247;madonna_cucina;| Vinhos em Taça;Romulo IGT;69e0116ef4731091154dfed6;69e0116ef4731091154dfed7;187ml;5800;58,00;0;false;false;0;False;/2/menus/11/menuItems/6/options/0;FONTE_VERIFICADA;PENDENTE;
248;madonna_cucina;| Vinhos em Taça;Porto Ramos Pinto Tawny 10 Years ;69e12ae8f47310911567424b;69e12ae8f47310911567424c;Taça de 60ml;12800;128,00;0;false;false;0;False;/2/menus/11/menuItems/7/options/0;FONTE_VERIFICADA;PENDENTE;
249;madonna_cucina;| Vinhos em Taça;Capofaro di Salina;692760531286fbb165cd3c1e;69e13aa5f47310911569d76a;Taça de 60ml;15700;157,00;0;false;false;0;False;/2/menus/11/menuItems/8/options/0;FONTE_VERIFICADA;PENDENTE;
250;madonna_cucina;| Vinhos em Taça;"Tokaji Aszú ""3 Puttonyos""";692c6366f71be2acd3ebe2ab;69e13ac1f47310911569dee3;Taça de 60ml;17400;174,00;0;false;false;0;False;/2/menus/11/menuItems/9/options/0;FONTE_VERIFICADA;PENDENTE;
251;madonna_cucina;| Vinhos em Taça;Jerez Napoleon Amontillado;6927611c1286fbb165cd6aa8;69e13ad7f47310911569e533;Taça de 60ml;7600;76,00;0;false;false;0;False;/2/menus/11/menuItems/10/options/0;FONTE_VERIFICADA;PENDENTE;
252;madonna_cucina;| Vinhos em Taça;Meandro Finest Reserve Port;692c6681617a06b0f697f5b3;69e13aeaf47310911569eade;Taça de 60ml;6200;62,00;0;false;false;0;False;/2/menus/11/menuItems/11/options/0;FONTE_VERIFICADA;PENDENTE;
253;madonna_cucina;| Vinhos em Taça;Grappa Unica ;692b64ff878d1d942723689d;69e13b0ef47310911569f3bb;Taça de 60ml;17300;173,00;0;false;false;0;False;/2/menus/11/menuItems/12/options/0;FONTE_VERIFICADA;PENDENTE;
